"","date","state","net_approval","cases","deaths","Diff_date","Diff_growth"
"1","2020-03-13","alabama",0.18745789699308,6,0,1,5
"2","2020-03-14","alabama",0.188548683404777,12,0,1,10
"3","2020-03-15","alabama",0.189662563537265,23,0,1,20
"4","2020-03-16","alabama",0.190703656072019,29,0,1,26
"5","2020-03-17","alabama",0.19107110049605,39,0,1,29
"6","2020-03-18","alabama",0.191426821800367,51,0,1,36
"7","2020-03-19","alabama",0.191744748606773,78,0,1,61
"8","2020-03-20","alabama",0.19210042865891,106,0,18,105
"9","2020-03-21","alabama",0.192491425771681,131,0,1,109
"10","2020-03-22","alabama",0.191377304182742,157,0,1,133
"11","2020-03-23","alabama",0.190324556031843,196,0,1,170
"12","2020-03-24","alabama",0.189233878375896,242,0,1,214
"13","2020-03-25","alabama",0.188192785841141,386,1,1,349
"14","2020-03-26","alabama",0.187090452569049,538,3,1,489
"15","2020-03-27","alabama",0.18563204311612,639,4,1,583
"16","2020-03-28","alabama",0.184089656439464,720,4,1,646
"17","2020-03-29","alabama",0.182631063204312,830,5,1,745
"18","2020-03-30","alabama",0.181088860309878,947,11,27,946
"19","2020-03-31","alabama",0.179630083292504,999,14,1,903
"20","2020-04-01","alabama",0.178945434503031,1108,28,23,1106
"21","2020-04-02","alabama",0.178260869565217,1270,32,-17,957
"22","2020-04-03","alabama",0.177609015188633,1535,38,-26,1131
"23","2020-04-04","alabama",0.176924490170862,1633,44,-26,1218
"24","2020-04-05","alabama",0.1761896013228,1841,45,1,1653
"25","2020-04-06","alabama",0.175026027313369,2006,53,1,1806
"26","2020-04-07","alabama",0.173801212566599,2197,64,1,1984
"27","2020-04-08","alabama",0.172637638557168,2499,67,1,2278
"28","2020-04-09","alabama",0.171412823810399,2838,78,1,2638
"29","2020-04-10","alabama",0.170249249800968,3008,80,9,2870
"30","2020-04-11","alabama",0.170984138649029,3262,93,1,3023
"31","2020-04-12","alabama",0.17178026823443,3583,93,1,3322
"32","2020-04-13","alabama",0.172525722684958,3805,104,1,3535
"33","2020-04-14","alabama",0.173311286667891,3953,114,1,3678
"34","2020-04-15","alabama",0.174107416253292,4241,123,1,3959
"35","2020-04-16","alabama",0.17214771265846,4404,137,1,4116
"36","2020-04-17","alabama",0.170198432141107,4572,151,1,4277
"37","2020-04-18","alabama",0.168289546206136,4723,147,1,4418
"38","2020-04-19","alabama",0.166329842611305,4903,160,1,4594
"39","2020-04-20","alabama",0.164308898279135,5078,164,18,4924
"40","2020-04-21","alabama",0.164931406173444,5327,186,1,5010
"41","2020-04-22","alabama",0.165594953763243,5610,201,1,5288
"42","2020-04-23","alabama",0.16614612039929,5832,197,1,5506
"43","2020-04-24","alabama",0.166768740813327,6026,209,1,5694
"44","2020-04-25","alabama",0.167370935146059,6213,213,1,5864
"45","2020-04-26","alabama",0.167370935146059,6421,219,1,6059
"46","2020-04-27","alabama",0.167370935146059,6539,228,1,6168
"47","2020-04-28","alabama",0.167370935146059,6750,242,1,6361
"48","2020-04-29","alabama",0.167370935146059,6925,262,1,6529
"49","2020-03-12","alaska",0.0859617035571648,1,0,1,0
"50","2020-03-13","alaska",0.0873395043296507,1,0,0,-5
"51","2020-03-14","alaska",0.0886864991974918,1,0,0,-11
"52","2020-03-15","alaska",0.0900302340338174,1,0,0,-22
"53","2020-03-16","alaska",0.0914112948378186,3,0,0,-26
"54","2020-03-17","alaska",0.0916725766115488,6,0,0,-33
"55","2020-03-18","alaska",0.0918931024186324,9,0,0,-42
"56","2020-03-19","alaska",0.0921578141913329,12,0,0,-66
"57","2020-03-20","alaska",0.0924190959650629,14,0,0,-92
"58","2020-03-21","alaska",0.092680377738793,21,0,0,-110
"59","2020-03-22","alaska",0.0913705583756344,22,0,0,-135
"60","2020-03-23","alaska",0.0900302340338173,36,0,0,-160
"61","2020-03-24","alaska",0.0887205135861451,42,0,0,-200
"62","2020-03-25","alaska",0.0873800903288418,59,0,0,-327
"63","2020-03-26","alaska",0.0860363554925161,69,0,0,-469
"64","2020-03-27","alaska",0.0840238895110115,85,1,0,-554
"65","2020-03-28","alaska",0.0819678250158636,102,1,0,-618
"66","2020-03-29","alaska",0.0799522227613752,114,2,0,-716
"67","2020-03-30","alaska",0.0778992945392109,120,2,0,-827
"68","2020-03-31","alaska",0.0758836922847225,133,2,0,-866
"69","2020-04-01","alaska",0.0749132171251541,143,2,0,-965
"70","2020-04-02","alaska",0.0739773066587041,146,2,0,-1124
"71","2020-04-03","alaska",0.0730469187413684,156,2,0,-1379
"72","2020-04-04","alaska",0.0721137695494756,169,3,0,-1464
"73","2020-04-05","alaska",0.0711432943899071,183,4,0,-1658
"74","2020-04-06","alaska",0.0699835771872201,189,4,0,-1817
"75","2020-04-07","alaska",0.0688664103616886,211,4,0,-1986
"76","2020-04-08","alaska",0.0677093053637416,224,5,0,-2275
"77","2020-04-09","alaska",0.0665522003657944,233,5,0,-2605
"78","2020-04-10","alaska",0.0653926545237383,244,5,0,-2764
"79","2020-04-11","alaska",0.0664402224627673,255,6,0,-3007
"80","2020-04-12","alaska",0.067522675525363,270,6,0,-3313
"81","2020-04-13","alaska",0.0686025679307256,275,6,0,-3530
"82","2020-04-14","alaska",0.0696849805912214,283,7,0,-3670
"83","2020-04-15","alaska",0.0707327087454742,291,7,0,-3950
"84","2020-04-16","alaska",0.0684931506849316,298,7,0,-4106
"85","2020-04-17","alaska",0.0662137951627351,307,7,0,-4265
"86","2020-04-18","alaska",0.0639767085961705,312,7,0,-4411
"87","2020-04-19","alaska",0.0616624986002762,317,7,0,-4586
"88","2020-04-20","alaska",0.0594229405397334,319,7,0,-4759
"89","2020-04-21","alaska",0.0603956700261292,327,7,0,-5000
"90","2020-04-22","alaska",0.0613616004777545,333,7,0,-5277
"91","2020-04-23","alaska",0.062334366018439,335,7,0,-5497
"92","2020-04-24","alaska",0.0633421671456832,337,7,0,-5689
"93","2020-04-25","alaska",0.0642729172887428,337,7,0,-5876
"94","2020-04-26","alaska",0.0642729172887428,339,7,0,-6082
"95","2020-04-27","alaska",0.0642729172887428,343,7,0,-6196
"96","2020-04-28","alaska",0.0642729172887428,349,7,0,-6401
"97","2020-04-29","alaska",0.0642729172887428,353,7,0,-6572
"98","2020-01-26","arizona",-0.0616946879340902,1,0,1,0
"99","2020-01-27","arizona",-0.0627933710125491,1,0,1,0
"100","2020-01-28","arizona",-0.0639429064086598,1,0,1,0
"101","2020-01-29","arizona",-0.0650445444965993,1,0,1,0
"102","2020-01-30","arizona",-0.06619407989271,1,0,1,0
"103","2020-01-31","arizona",-0.0673436152888207,1,0,1,0
"104","2020-02-01","arizona",-0.0698821726218987,1,0,1,0
"105","2020-02-02","arizona",-0.0725165245713191,1,0,-17,0
"106","2020-02-03","arizona",-0.0751544762178473,1,0,-26,0
"107","2020-02-04","arizona",-0.0777889543516789,1,0,1,0
"108","2020-02-05","arizona",-0.0803276332806439,1,0,1,0
"109","2020-02-06","arizona",-0.0803237858032379,1,0,1,0
"110","2020-02-07","arizona",-0.0802758884950666,1,0,1,0
"111","2020-02-08","arizona",-0.0802318340757773,1,0,1,0
"112","2020-02-09","arizona",-0.0801839344733439,1,0,1,0
"113","2020-02-10","arizona",-0.0801321965705527,1,0,9,0
"114","2020-02-11","arizona",-0.0791263530989558,1,0,1,0
"115","2020-02-12","arizona",-0.0780726123191877,1,0,1,0
"116","2020-02-13","arizona",-0.0769746611103129,1,0,1,0
"117","2020-02-14","arizona",-0.0759687694592135,1,0,1,0
"118","2020-02-15","arizona",-0.0749149782056808,1,0,1,0
"119","2020-02-16","arizona",-0.076687263495713,1,0,1,0
"120","2020-02-17","arizona",-0.078455790784558,1,0,1,0
"121","2020-02-18","arizona",-0.0802279911868953,1,0,1,0
"122","2020-02-19","arizona",-0.0819562197633759,1,0,1,0
"123","2020-02-20","arizona",-0.0837285050534081,1,0,18,0
"124","2020-02-21","arizona",-0.0848301959093739,1,0,1,0
"125","2020-02-22","arizona",-0.0859756681674489,1,0,1,0
"126","2020-02-23","arizona",-0.0870773062553885,1,0,1,0
"127","2020-02-24","arizona",-0.0881789443433278,1,0,1,0
"128","2020-02-25","arizona",-0.0892848589356708,1,0,1,0
"129","2020-02-26","arizona",-0.0876520739534439,1,0,1,0
"130","2020-02-27","arizona",-0.0859797863677731,1,0,1,0
"131","2020-02-28","arizona",-0.0843511998850411,1,0,1,0
"132","2020-02-29","arizona",-0.0827186512118018,1,0,1,0
"133","2020-03-01","arizona",-0.0810461273171432,1,0,21,0
"134","2020-03-02","arizona",-0.0821438835137466,1,0,-17,-17
"135","2020-03-03","arizona",-0.083249509029075,2,0,-26,-86
"136","2020-03-04","arizona",-0.0843950569977968,2,0,-27,-119
"137","2020-03-05","arizona",-0.0855007903434402,2,0,1,1
"138","2020-03-06","arizona",-0.0865983331736757,3,0,1,2
"139","2020-03-07","arizona",-0.0866462304818468,5,0,1,4
"140","2020-03-08","arizona",-0.0866941277900181,5,0,1,4
"141","2020-03-09","arizona",-0.086746180006706,6,0,1,5
"142","2020-03-10","arizona",-0.0867940796091392,6,0,9,5
"143","2020-03-11","arizona",-0.0868419792115725,9,0,1,6
"144","2020-03-12","arizona",-0.0860235654756203,9,0,0,8
"145","2020-03-13","arizona",-0.085165493126407,9,0,0,8
"146","2020-03-14","arizona",-0.0843471596896254,12,0,0,11
"147","2020-03-15","arizona",-0.0835848062461082,13,0,0,12
"148","2020-03-16","arizona",-0.0827705130047421,18,0,0,15
"149","2020-03-17","arizona",-0.0821917808219178,20,0,0,14
"150","2020-03-18","arizona",-0.0816649104320337,28,0,0,19
"151","2020-03-19","arizona",-0.0811380400421496,47,0,0,35
"152","2020-03-20","arizona",-0.0806150308952436,70,1,0,56
"153","2020-03-21","arizona",-0.0800364019542102,104,1,0,83
"154","2020-03-22","arizona",-0.0817646213536428,153,2,0,131
"155","2020-03-23","arizona",-0.0834411074388083,234,2,0,198
"156","2020-03-24","arizona",-0.0851175935239739,326,3,0,284
"157","2020-03-25","arizona",-0.0868378197145321,402,3,0,343
"158","2020-03-26","arizona",-0.088514225500527,508,6,0,439
"159","2020-03-27","arizona",-0.0905302485989366,665,11,0,580
"160","2020-03-28","arizona",-0.0925375993869144,773,12,0,671
"161","2020-03-29","arizona",-0.0945971836382795,930,13,0,816
"162","2020-03-30","arizona",-0.0966088705814734,1169,14,0,1049
"163","2020-03-31","arizona",-0.0986684548328384,1298,17,0,1165
"164","2020-04-01","arizona",-0.0994395746515304,1413,21,0,1270
"165","2020-04-02","arizona",-0.100153271386148,1600,32,0,1454
"166","2020-04-03","arizona",-0.100924462326963,1769,41,0,1613
"167","2020-04-04","arizona",-0.101638087939458,2019,53,0,1850
"168","2020-04-05","arizona",-0.102409350002395,2269,64,0,2086
"169","2020-04-06","arizona",-0.103702639268094,2466,67,0,2277
"170","2020-04-07","arizona",-0.104995928533793,2577,77,0,2366
"171","2020-04-08","arizona",-0.106289217799492,2726,79,0,2502
"172","2020-04-09","arizona",-0.107529456844525,3018,89,0,2785
"173","2020-04-10","arizona",-0.10882268416515,3112,97,0,2868
"174","2020-04-11","arizona",-0.107630406667625,3393,112,0,3138
"175","2020-04-12","arizona",-0.106427818756586,3539,117,0,3269
"176","2020-04-13","arizona",-0.105187526943526,3702,122,0,3427
"177","2020-04-14","arizona",-0.103985056039851,3806,131,0,3523
"178","2020-04-15","arizona",-0.10283552064374,3962,142,0,3671
"179","2020-04-16","arizona",-0.104990899511447,4234,152,0,3936
"180","2020-04-17","arizona",-0.107242072995498,4507,174,0,4200
"181","2020-04-18","arizona",-0.10945059156009,4719,181,0,4407
"182","2020-04-19","arizona",-0.111648625347256,4929,188,0,4612
"183","2020-04-20","arizona",-0.113857354983954,5064,191,0,4745
"184","2020-04-21","arizona",-0.113234660152321,5251,213,0,4924
"185","2020-04-22","arizona",-0.112510776894338,5459,231,0,5126
"186","2020-04-23","arizona",-0.111888111888112,5769,252,0,5434
"187","2020-04-24","arizona",-0.111169652265543,6045,268,0,5708
"188","2020-04-25","arizona",-0.110504382813623,6280,275,0,5943
"189","2020-04-26","arizona",-0.110504382813623,6526,277,0,6187
"190","2020-04-27","arizona",-0.110504382813623,6716,277,0,6373
"191","2020-04-28","arizona",-0.110504382813623,6948,297,0,6599
"192","2020-04-29","arizona",-0.110504382813623,7202,308,0,6849
"193","2020-03-11","arkansas",0.264740427531125,1,0,0,-8
"194","2020-03-12","arkansas",0.265797509983557,6,0,0,-3
"195","2020-03-13","arkansas",0.266972046041814,7,0,0,-2
"196","2020-03-14","arkansas",0.268115091015854,9,0,0,-3
"197","2020-03-15","arkansas",0.269289489136817,16,0,0,3
"198","2020-03-16","arkansas",0.27046388725778,22,0,0,4
"199","2020-03-17","arkansas",0.270816206694069,22,0,0,2
"200","2020-03-18","arkansas",0.271051086318262,33,0,0,5
"201","2020-03-19","arkansas",0.271285965942455,62,0,0,15
"202","2020-03-20","arkansas",0.271488961953969,100,0,0,30
"203","2020-03-21","arkansas",0.271873165002936,118,0,0,14
"204","2020-03-22","arkansas",0.270581327069877,165,0,0,12
"205","2020-03-23","arkansas",0.269556025369979,201,0,0,-33
"206","2020-03-24","arkansas",0.268349970640047,291,2,0,-35
"207","2020-03-25","arkansas",0.26729301233118,367,2,0,-35
"208","2020-03-26","arkansas",0.266001174398121,410,4,0,-98
"209","2020-03-27","arkansas",0.264709336465062,442,4,0,-223
"210","2020-03-28","arkansas",0.263417498532002,463,7,0,-310
"211","2020-03-29","arkansas",0.26189078097475,505,9,0,-425
"212","2020-03-30","arkansas",0.260598943041691,567,11,0,-602
"213","2020-03-31","arkansas",0.259220108057317,620,12,0,-678
"214","2020-04-01","arkansas",0.258485026423958,679,14,0,-734
"215","2020-04-02","arkansas",0.257897827363476,683,12,0,-917
"216","2020-04-03","arkansas",0.257310628302995,738,12,0,-1031
"217","2020-04-04","arkansas",0.256723429242513,743,14,0,-1276
"218","2020-04-05","arkansas",0.256136230182032,853,16,0,-1416
"219","2020-04-06","arkansas",0.255314151497358,927,16,0,-1539
"220","2020-04-07","arkansas",0.254521963824289,997,18,0,-1580
"221","2020-04-08","arkansas",0.25369978858351,1077,18,0,-1649
"222","2020-04-09","arkansas",0.25287761334273,1146,21,0,-1872
"223","2020-04-10","arkansas",0.25205543810195,1202,24,0,-1910
"224","2020-04-11","arkansas",0.253200234879624,1228,25,0,-2165
"225","2020-04-12","arkansas",0.254521963824289,1280,27,0,-2259
"226","2020-04-13","arkansas",0.255666470933647,1475,30,0,-2227
"227","2020-04-14","arkansas",0.25684086905461,1498,32,0,-2308
"228","2020-04-15","arkansas",0.257928118393235,1599,34,0,-2363
"229","2020-04-16","arkansas",0.256136230182032,1620,37,0,-2614
"230","2020-04-17","arkansas",0.254139753376395,1695,37,0,-2812
"231","2020-04-18","arkansas",0.25237815619495,1777,38,0,-2942
"232","2020-04-19","arkansas",0.250381679389313,1781,39,0,-3148
"233","2020-04-20","arkansas",0.248620082207869,1971,42,0,-3093
"234","2020-04-21","arkansas",0.24920728126835,2262,43,0,-2989
"235","2020-04-22","arkansas",0.249794480328831,2392,44,0,-3067
"236","2020-04-23","arkansas",0.250499119201409,2599,45,0,-3170
"237","2020-04-24","arkansas",0.251086318261891,2810,47,0,-3235
"238","2020-04-25","arkansas",0.251820530890298,2909,48,0,-3371
"239","2020-04-26","arkansas",0.251820530890298,3001,50,0,-3525
"240","2020-04-27","arkansas",0.251820530890298,3069,51,0,-3647
"241","2020-04-28","arkansas",0.251820530890298,3127,57,0,-3821
"242","2020-04-29","arkansas",0.251820530890298,3207,59,0,-3995
"243","2020-01-25","california",-0.384013285241324,1,0,1,0
"244","2020-01-26","california",-0.383575553722155,2,0,0,1
"245","2020-01-27","california",-0.38494409832771,2,0,0,1
"246","2020-01-28","california",-0.38630858569298,2,0,0,1
"247","2020-01-29","california",-0.38767307305825,2,0,0,1
"248","2020-01-30","california",-0.38903756042352,2,0,0,1
"249","2020-01-31","california",-0.39040204778879,3,0,0,2
"250","2020-02-01","california",-0.392930051512042,3,0,0,2
"251","2020-02-02","california",-0.395458055235295,6,0,0,5
"252","2020-02-03","california",-0.398007213801419,6,0,0,5
"253","2020-02-04","california",-0.400535217524672,6,0,0,5
"254","2020-02-05","california",-0.403063221247924,6,0,0,5
"255","2020-02-06","california",-0.402625288231685,6,0,0,5
"256","2020-02-07","california",-0.402191618539908,6,0,0,5
"257","2020-02-08","california",-0.401751620989835,6,0,0,5
"258","2020-02-09","california",-0.401317946710951,6,0,0,5
"259","2020-02-10","california",-0.400899090332135,7,0,0,6
"260","2020-02-11","california",-0.399794798024138,7,0,0,6
"261","2020-02-12","california",-0.398701106386579,7,0,0,6
"262","2020-02-13","california",-0.397611643502359,7,0,0,6
"263","2020-02-14","california",-0.396515797378915,7,0,0,6
"264","2020-02-15","california",-0.395426322970986,7,0,0,6
"265","2020-02-16","california",-0.396621571593277,7,0,0,6
"266","2020-02-17","california",-0.397816820215568,7,0,0,6
"267","2020-02-18","california",-0.398997271054135,7,0,0,6
"268","2020-02-19","california",-0.400192507033911,7,0,0,6
"269","2020-02-20","california",-0.401381411239568,8,0,0,7
"270","2020-02-21","california",-0.402280492061645,9,0,0,8
"271","2020-02-22","california",-0.403168995462286,9,0,0,8
"272","2020-02-23","california",-0.404057498862927,9,0,0,8
"273","2020-02-24","california",-0.404935424842132,11,0,0,10
"274","2020-02-25","california",-0.405823928242773,11,0,0,10
"275","2020-02-26","california",-0.404247892448779,26,0,0,25
"276","2020-02-27","california",-0.402661279233349,26,0,0,25
"277","2020-02-28","california",-0.401085243439354,27,0,0,26
"278","2020-02-29","california",-0.399498630223924,28,0,0,27
"279","2020-03-01","california",-0.397916225936112,33,0,0,32
"280","2020-03-02","california",-0.398694746194773,38,0,0,37
"281","2020-03-03","california",-0.399488052802488,45,0,0,43
"282","2020-03-04","california",-0.40026020456733,55,1,0,53
"283","2020-03-05","california",-0.401053511175046,67,1,0,65
"284","2020-03-06","california",-0.40183199001502,81,1,0,78
"285","2020-03-07","california",-0.401667001618345,100,1,0,95
"286","2020-03-08","california",-0.401497762875366,112,1,0,107
"287","2020-03-09","california",-0.401334856465909,172,2,0,166
"288","2020-03-10","california",-0.401169862810844,179,3,0,173
"289","2020-03-11","california",-0.401000624067865,202,4,0,201
"290","2020-03-12","california",-0.399788449333615,252,4,0,246
"291","2020-03-13","california",-0.398572033001904,320,5,0,313
"292","2020-03-14","california",-0.397340836250939,381,5,0,372
"293","2020-03-15","california",-0.396124432785776,478,6,0,462
"294","2020-03-16","california",-0.39491220647345,588,11,0,566
"295","2020-03-17","california",-0.394633016363271,732,14,0,710
"296","2020-03-18","california",-0.39435800340593,893,17,0,860
"297","2020-03-19","california",-0.394072413027152,1067,19,0,1005
"298","2020-03-20","california",-0.393793234752808,1283,24,0,1183
"299","2020-03-21","california",-0.393511809691033,1544,28,0,1426
"300","2020-03-22","california",-0.394929184163485,1851,35,0,1686
"301","2020-03-23","california",-0.396340173471546,2239,39,0,2038
"302","2020-03-24","california",-0.397753355686951,2645,52,0,2354
"303","2020-03-25","california",-0.399170730159402,3184,68,0,2817
"304","2020-03-26","california",-0.40057329017791,4061,83,0,3651
"305","2020-03-27","california",-0.402534350176114,4916,104,0,4474
"306","2020-03-28","california",-0.404501750563248,5567,122,0,5104
"307","2020-03-29","california",-0.406462872858049,6322,132,0,5817
"308","2020-03-30","california",-0.408415396494643,7422,147,0,6855
"309","2020-03-31","california",-0.41037221946034,8584,184,0,7964
"310","2020-04-01","california",-0.411080906696565,9858,211,0,9179
"311","2020-04-02","california",-0.411789593932791,11190,246,0,10507
"312","2020-04-03","california",-0.412498281169017,12568,282,0,11830
"313","2020-04-04","california",-0.413206968405242,13796,323,0,13053
"314","2020-04-05","california",-0.413920033848107,15202,351,0,14349
"315","2020-04-06","california",-0.414693998434558,16361,386,0,15434
"316","2020-04-07","california",-0.415481114014026,17539,447,0,16542
"317","2020-04-08","california",-0.416268246244976,19043,506,0,17966
"318","2020-04-09","california",-0.417042161155888,20191,548,0,19045
"319","2020-04-10","california",-0.417829301572863,21366,594,0,20164
"320","2020-04-11","california",-0.416538856157646,22421,632,0,21193
"321","2020-04-12","california",-0.415237833320993,23323,676,0,22043
"322","2020-04-13","california",-0.413947387905776,24334,725,0,22859
"323","2020-04-14","california",-0.412652577690339,25758,778,0,24260
"324","2020-04-15","california",-0.411362145924563,27107,885,0,25508
"325","2020-04-16","california",-0.413132926455189,28142,971,0,26522
"326","2020-04-17","california",-0.414905544625669,29398,1050,0,27703
"327","2020-04-18","california",-0.416676362636316,30829,1146,0,29052
"328","2020-04-19","california",-0.418442792016162,31544,1176,0,29763
"329","2020-04-20","california",-0.420219798817444,33862,1223,0,31891
"330","2020-04-21","california",-0.419373605102548,35844,1316,0,33582
"331","2020-04-22","california",-0.41850625654478,37573,1425,0,35181
"332","2020-04-23","california",-0.417649485408447,39537,1553,0,36938
"333","2020-04-24","california",-0.416803291693551,41368,1619,0,38558
"334","2020-04-25","california",-0.415942120962112,42590,1692,0,39681
"335","2020-04-26","california",-0.415942120962112,43691,1716,0,40690
"336","2020-04-27","california",-0.415942120962112,45211,1800,0,42142
"337","2020-04-28","california",-0.415942120962112,46570,1884,0,43443
"338","2020-04-29","california",-0.415942120962112,48904,1961,0,45697
"339","2020-03-05","colorado",-0.17487400251995,2,0,0,-65
"340","2020-03-06","colorado",-0.17592398152037,8,0,0,-73
"341","2020-03-07","colorado",-0.176177227151031,8,0,0,-92
"342","2020-03-08","colorado",-0.176396472070559,8,0,0,-104
"343","2020-03-09","colorado",-0.176658966820664,12,0,0,-160
"344","2020-03-10","colorado",-0.176868962620748,17,0,0,-162
"345","2020-03-11","colorado",-0.177131457370853,34,0,0,-168
"346","2020-03-12","colorado",-0.176133977320454,49,1,0,-203
"347","2020-03-13","colorado",-0.175232295658565,78,2,0,-242
"348","2020-03-14","colorado",-0.174296514069719,103,2,0,-278
"349","2020-03-15","colorado",-0.17329903401932,136,2,0,-342
"350","2020-03-16","colorado",-0.172397501181164,161,2,0,-427
"351","2020-03-17","colorado",-0.172039059218816,183,3,0,-549
"352","2020-03-18","colorado",-0.171776564468711,216,3,0,-677
"353","2020-03-19","colorado",-0.171452569688697,278,5,0,-789
"354","2020-03-20","colorado",-0.17119907601848,364,5,0,-919
"355","2020-03-21","colorado",-0.170875111554412,475,6,0,-1069
"356","2020-03-22","colorado",-0.172354052918942,591,7,0,-1260
"357","2020-03-23","colorado",-0.173876522469551,721,10,0,-1518
"358","2020-03-24","colorado",-0.175284791852591,912,12,0,-1733
"359","2020-03-25","colorado",-0.176807181479343,1086,19,0,-2098
"360","2020-03-26","colorado",-0.178286434271315,1432,24,0,-2629
"361","2020-03-27","colorado",-0.180009449314925,1735,30,0,-3181
"362","2020-03-28","colorado",-0.181846816105832,2063,43,0,-3504
"363","2020-03-29","colorado",-0.183641327173457,2315,46,0,-4007
"364","2020-03-30","colorado",-0.185373792524149,2656,50,0,-4766
"365","2020-03-31","colorado",-0.187201427896478,2990,68,0,-5594
"366","2020-04-01","colorado",-0.188156236875263,3350,79,0,-6508
"367","2020-04-02","colorado",-0.189206215875682,3730,96,0,-7460
"368","2020-04-03","colorado",-0.190193710955956,4182,110,0,-8386
"369","2020-04-04","colorado",-0.191243634836474,4574,126,0,-9222
"370","2020-04-05","colorado",-0.192198656026879,4962,140,0,-10240
"371","2020-04-06","colorado",-0.193395978791538,5175,150,0,-11186
"372","2020-04-07","colorado",-0.194603391254134,5429,179,0,-12110
"373","2020-04-08","colorado",-0.195758307522705,5656,192,0,-13387
"374","2020-04-09","colorado",-0.196965719985301,6202,227,0,-13989
"375","2020-04-10","colorado",-0.198131037379252,6510,253,0,-14856
"376","2020-04-11","colorado",-0.196808231403223,6893,274,0,-15528
"377","2020-04-12","colorado",-0.195390834164523,7303,290,0,-16020
"378","2020-04-13","colorado",-0.194036119277614,7691,308,0,-16643
"379","2020-04-14","colorado",-0.192723645527089,7941,329,0,-17817
"380","2020-04-15","colorado",-0.1912961310305,8280,355,0,-18827
"381","2020-04-16","colorado",-0.193616127677446,8675,372,0,-19467
"382","2020-04-17","colorado",-0.195915796104782,9047,389,0,-20351
"383","2020-04-18","colorado",-0.198173132447897,9433,409,0,-21396
"384","2020-04-19","colorado",-0.200493490130197,9730,421,0,-21814
"385","2020-04-20","colorado",-0.20279279752218,10106,448,0,-23756
"386","2020-04-21","colorado",-0.202278454430911,10447,484,0,-25397
"387","2020-04-22","colorado",-0.201795369835687,10878,526,0,-26695
"388","2020-04-23","colorado",-0.201322904089453,11262,557,0,-28275
"389","2020-04-24","colorado",-0.200860982780344,12255,672,0,-29113
"390","2020-04-25","colorado",-0.200388492230155,12968,670,0,-29622
"391","2020-04-26","colorado",-0.200388492230155,13441,678,0,-30250
"392","2020-04-27","colorado",-0.200388492230155,13804,707,0,-31407
"393","2020-04-28","colorado",-0.200388492230155,14239,734,0,-32331
"394","2020-04-29","colorado",-0.200388492230155,14680,764,0,-34224
"395","2020-03-08","connecticut",-0.248398006407974,1,0,0,-7
"396","2020-03-09","connecticut",-0.248242100578549,2,0,0,-10
"397","2020-03-10","connecticut",-0.248042007831969,2,0,0,-15
"398","2020-03-11","connecticut",-0.247775008899964,3,0,0,-31
"399","2020-03-12","connecticut",-0.246440014239943,6,0,0,-43
"400","2020-03-13","connecticut",-0.244927020291919,11,0,0,-67
"401","2020-03-14","connecticut",-0.243435692033823,20,0,0,-83
"402","2020-03-15","connecticut",-0.241990032039872,26,0,0,-110
"403","2020-03-16","connecticut",-0.240477038091848,41,0,0,-120
"404","2020-03-17","connecticut",-0.240210039159843,68,0,0,-115
"405","2020-03-18","connecticut",-0.239964396973743,96,1,0,-120
"406","2020-03-19","connecticut",-0.239765040939836,159,4,0,-119
"407","2020-03-20","connecticut",-0.239498042007832,194,4,0,-170
"408","2020-03-21","connecticut",-0.239252336448598,223,5,0,-252
"409","2020-03-22","connecticut",-0.24065503737985,327,8,0,-264
"410","2020-03-23","connecticut",-0.242168031327875,415,10,0,-306
"411","2020-03-24","connecticut",-0.243681025275899,618,12,0,-294
"412","2020-03-25","connecticut",-0.245126835781041,875,19,0,-211
"413","2020-03-26","connecticut",-0.246639964396974,1012,21,0,-420
"414","2020-03-27","connecticut",-0.248865153538051,1291,27,0,-444
"415","2020-03-28","connecticut",-0.251067995728017,1524,33,0,-539
"416","2020-03-29","connecticut",-0.253404539385848,1993,34,0,-322
"417","2020-03-30","connecticut",-0.255695977216091,2571,36,0,-85
"418","2020-03-31","connecticut",-0.257920968316127,3128,69,0,138
"419","2020-04-01","connecticut",-0.259012016021362,3557,85,0,207
"420","2020-04-02","connecticut",-0.260169114374722,3824,112,0,94
"421","2020-04-03","connecticut",-0.261213955144179,4915,132,0,733
"422","2020-04-04","connecticut",-0.262370950516198,5276,165,0,702
"423","2020-04-05","connecticut",-0.263462394303516,5675,189,0,713
"424","2020-04-06","connecticut",-0.264797507788162,6906,206,0,1731
"425","2020-04-07","connecticut",-0.266197935208259,7781,277,0,2352
"426","2020-04-08","connecticut",-0.267556742323097,8781,336,0,3125
"427","2020-04-09","connecticut",-0.2687789248843,9784,380,0,3582
"428","2020-04-10","connecticut",-0.270113919544322,10538,448,0,4028
"429","2020-04-11","connecticut",-0.268956924172303,11510,494,0,4617
"430","2020-04-12","connecticut",-0.267734757454384,12035,554,0,4732
"431","2020-04-13","connecticut",-0.26644122096645,13381,602,0,5690
"432","2020-04-14","connecticut",-0.265218939124243,13989,671,0,6048
"433","2020-04-15","connecticut",-0.264061943752225,14755,868,0,6475
"434","2020-04-16","connecticut",-0.266642933428266,15884,971,0,7209
"435","2020-04-17","connecticut",-0.269312922748309,16809,1036,0,7762
"436","2020-04-18","connecticut",-0.272071911712353,17550,1086,0,8117
