"","date","state","net_approval","cases","deaths","Diff_date","Diff_growth"
"1521","2020-04-13","new_york",-0.321284384836458,195031,10056,0,193686
"1522","2020-04-14","new_york",-0.319950047899275,202208,10834,0,200801
"1523","2020-04-15","new_york",-0.318621161577282,213779,11586,0,212295
"1524","2020-04-16","new_york",-0.320719857670727,222284,12192,0,220687
"1525","2020-04-17","new_york",-0.322829526986571,229642,12822,0,227931
"1526","2020-04-18","new_york",-0.324928151087998,236763,13362,0,234965
"1527","2020-04-19","new_york",-0.327049404680443,242817,13869,0,240972
"1528","2020-04-20","new_york",-0.329170658272889,247543,14347,0,245572
"1529","2020-04-21","new_york",-0.328349527850007,251720,14828,0,249648
"1530","2020-04-22","new_york",-0.327528397427125,257246,15302,0,255035
"1531","2020-04-23","new_york",-0.326707267004243,263460,15740,0,261081
"1532","2020-04-24","new_york",-0.32588613658136,271621,16162,0,269097
"1533","2020-04-25","new_york",-0.325065006158478,282174,16599,0,279512
"1534","2020-04-26","new_york",-0.325065006158478,288076,16966,0,285348
"1535","2020-04-27","new_york",-0.325065006158478,292027,17303,0,289202
"1536","2020-04-28","new_york",-0.325065006158478,295137,17638,0,292162
"1537","2020-04-29","new_york",-0.325065006158478,299722,18015,0,296509
"1538","2020-03-03","north_carolina",-0.302261530039688,1,0,0,-1
"1539","2020-03-04","north_carolina",-0.303053630998204,1,0,0,-10
"1540","2020-03-05","north_carolina",-0.303857668291848,1,0,0,-21
"1541","2020-03-06","north_carolina",-0.304639386889284,2,0,0,-42
"1542","2020-03-07","north_carolina",-0.304622280005474,2,0,0,-87
"1543","2020-03-08","north_carolina",-0.304588066237854,2,0,0,-104
"1544","2020-03-09","north_carolina",-0.304536745586424,7,0,0,-135
"1545","2020-03-10","north_carolina",-0.304524848173809,7,0,0,-166
"1546","2020-03-11","north_carolina",-0.304485424934994,8,0,0,-209
"1547","2020-03-12","north_carolina",-0.303618167821401,16,0,0,-310
"1548","2020-03-13","north_carolina",-0.302757629670179,18,0,0,-403
"1549","2020-03-14","north_carolina",-0.301890342998888,25,0,0,-585
"1550","2020-03-15","north_carolina",-0.301012727521555,32,0,0,-700
"1551","2020-03-16","north_carolina",-0.300140276447242,34,0,0,-916
"1552","2020-03-17","north_carolina",-0.299575749281511,42,0,0,-1332
"1553","2020-03-18","north_carolina",-0.298994115231969,66,0,0,-2316
"1554","2020-03-19","north_carolina",-0.298417586177402,104,0,0,-4048
"1555","2020-03-20","north_carolina",-0.297847954016696,144,0,0,-6958
"1556","2020-03-21","north_carolina",-0.297266319967155,184,0,0,-10172
"1557","2020-03-22","north_carolina",-0.298669084439579,269,0,0,-14899
"1558","2020-03-23","north_carolina",-0.300059875117612,303,0,0,-20572
"1559","2020-03-24","north_carolina",-0.301440399616806,399,0,0,-25267
"1560","2020-03-25","north_carolina",-0.30284316408923,564,1,0,-32503
"1561","2020-03-26","north_carolina",-0.30423402617398,640,2,0,-38348
"1562","2020-03-27","north_carolina",-0.306332968386479,785,3,0,-43851
"1563","2020-03-28","north_carolina",-0.308442391583269,973,4,0,-52391
"1564","2020-03-29","north_carolina",-0.31054126180375,1169,6,0,-58399
"1565","2020-03-30","north_carolina",-0.312650756992558,1305,6,0,-65911
"1566","2020-03-31","north_carolina",-0.314749555221021,1529,10,0,-74303
"1567","2020-04-01","north_carolina",-0.315758861365814,1593,11,0,-82297
"1568","2020-04-02","north_carolina",-0.316751060626796,1858,17,0,-90912
"1569","2020-04-03","north_carolina",-0.317782909930716,2093,23,0,-100852
"1570","2020-04-04","north_carolina",-0.318786779800192,2402,30,0,-112594
"1571","2020-04-05","north_carolina",-0.319796085944984,2585,37,0,-120326
"1572","2020-04-06","north_carolina",-0.320873819625017,2870,42,0,-131238
"1573","2020-04-07","north_carolina",-0.321991275340005,3220,50,0,-136861
"1574","2020-04-08","north_carolina",-0.323080607636513,3423,61,0,-145978
"1575","2020-04-09","north_carolina",-0.324192555084166,3651,74,0,-156286
"1576","2020-04-10","north_carolina",-0.325270288764199,3906,78,0,-166606
"1577","2020-04-11","north_carolina",-0.323941493456505,4310,86,0,-176148
"1578","2020-04-12","north_carolina",-0.322618721773642,4520,86,0,-184174
"1579","2020-04-13","north_carolina",-0.321284384836458,4788,91,0,-190243
"1580","2020-04-14","north_carolina",-0.319950047899275,4992,116,0,-197216
"1581","2020-04-15","north_carolina",-0.318621161577282,5123,128,0,-208656
"1582","2020-04-16","north_carolina",-0.320719857670727,5463,140,0,-216821
"1583","2020-04-17","north_carolina",-0.322829526986571,5859,159,0,-223783
"1584","2020-04-18","north_carolina",-0.324928151087998,6140,175,0,-230623
"1585","2020-04-19","north_carolina",-0.327049404680443,6493,183,0,-236324
"1586","2020-04-20","north_carolina",-0.329170658272889,6764,187,0,-240779
"1587","2020-04-21","north_carolina",-0.328349527850007,6951,217,0,-244769
"1588","2020-04-22","north_carolina",-0.327528397427125,7220,242,0,-250026
"1589","2020-04-23","north_carolina",-0.326707267004243,7608,253,0,-255852
"1590","2020-04-24","north_carolina",-0.32588613658136,8052,270,0,-263569
"1591","2020-04-25","north_carolina",-0.325065006158478,8548,304,0,-273626
"1592","2020-04-26","north_carolina",-0.325065006158478,8830,309,0,-279246
"1593","2020-04-27","north_carolina",-0.325065006158478,9142,331,0,-282885
"1594","2020-04-28","north_carolina",-0.325065006158478,9568,353,0,-285569
"1595","2020-04-29","north_carolina",-0.325065006158478,9947,366,0,-289775
"1596","2020-03-11","north_dakota",0.345659865264382,1,0,0,-7
"1597","2020-03-12","north_dakota",0.346677652304561,1,0,0,-15
"1598","2020-03-13","north_dakota",0.347663823187282,1,0,0,-17
"1599","2020-03-14","north_dakota",0.34858472276076,1,0,0,-24
"1600","2020-03-15","north_dakota",0.349585615276499,1,0,0,-31
"1601","2020-03-16","north_dakota",0.350571927103528,1,0,0,-33
"1602","2020-03-17","north_dakota",0.350748800465274,5,0,0,-37
"1603","2020-03-18","north_dakota",0.350894198613871,7,0,0,-59
"1604","2020-03-19","north_dakota",0.351136528861533,19,0,0,-85
"1605","2020-03-20","north_dakota",0.351281927010129,27,0,0,-117
"1606","2020-03-21","north_dakota",0.351492826677007,28,0,0,-156
"1607","2020-03-22","north_dakota",0.350135711516092,30,0,0,-239
"1608","2020-03-23","north_dakota",0.34876169243445,32,0,0,-271
"1609","2020-03-24","north_dakota",0.347469949592866,37,0,0,-362
"1610","2020-03-25","north_dakota",0.346064366033346,45,0,0,-519
"1611","2020-03-26","north_dakota",0.344690544273736,58,0,0,-582
"1612","2020-03-27","north_dakota",0.342800368341976,68,1,0,-717
"1613","2020-03-28","north_dakota",0.340861726360684,94,1,0,-879
"1614","2020-03-29","north_dakota",0.338939511438542,98,1,0,-1071
"1615","2020-03-30","north_dakota",0.337000775494378,110,3,0,-1195
"1616","2020-03-31","north_dakota",0.33509426646634,126,3,0,-1403
"1617","2020-04-01","north_dakota",0.334092671578131,147,3,0,-1446
"1618","2020-04-02","north_dakota",0.333074835207445,159,3,0,-1699
"1619","2020-04-03","north_dakota",0.332089371395338,173,3,0,-1920
"1620","2020-04-04","north_dakota",0.33113609926328,186,3,0,-2216
"1621","2020-04-05","north_dakota",0.330166731291198,207,3,0,-2378
"1622","2020-04-06","north_dakota",0.328761147731679,225,3,0,-2645
"1623","2020-04-07","north_dakota",0.327388164590704,237,4,0,-2983
"1624","2020-04-08","north_dakota",0.325998449011245,251,4,0,-3172
"1625","2020-04-09","north_dakota",0.324625599767363,269,5,0,-3382
"1626","2020-04-10","north_dakota",0.32323575029081,278,7,0,-3628
"1627","2020-04-11","north_dakota",0.32414093927204,293,7,0,-4017
"1628","2020-04-12","north_dakota",0.325126017836371,308,8,0,-4212
"1629","2020-04-13","north_dakota",0.3260311152038,331,9,0,-4457
"1630","2020-04-14","north_dakota",0.326919348584723,341,9,0,-4651
"1631","2020-04-15","north_dakota",0.327840248158201,366,9,0,-4757
"1632","2020-04-16","north_dakota",0.325853043815432,394,9,0,-5069
"1633","2020-04-17","north_dakota",0.323753210875782,440,9,0,-5419
"1634","2020-04-18","north_dakota",0.321766102844957,528,9,0,-5612
"1635","2020-04-19","north_dakota",0.319746025591314,585,10,0,-5908
"1636","2020-04-20","north_dakota",0.317694954684244,627,13,0,-6137
"1637","2020-04-21","north_dakota",0.318276547278631,644,13,0,-6307
"1638","2020-04-22","north_dakota",0.318858139873019,679,14,0,-6541
"1639","2020-04-23","north_dakota",0.319503683598294,709,15,0,-6899
"1640","2020-04-24","north_dakota",0.320069791111327,748,15,0,-7304
"1641","2020-04-25","north_dakota",0.320618456766188,803,16,0,-7745
"1642","2020-04-26","north_dakota",0.320618456766188,867,17,0,-7963
"1643","2020-04-27","north_dakota",0.320618456766188,942,19,0,-8200
"1644","2020-04-28","north_dakota",0.320618456766188,991,19,0,-8577
"1645","2020-04-29","north_dakota",0.320618456766188,1033,19,0,-8914
"1646","2020-03-09","ohio",0.0421003693467986,3,0,0,-4
"1647","2020-03-10","ohio",0.0426685951907431,3,0,0,-4
"1648","2020-03-11","ohio",0.0432626494821396,4,0,0,3
"1649","2020-03-12","ohio",0.0447337155844827,5,0,0,4
"1650","2020-03-13","ohio",0.0462329209391224,13,0,0,12
"1651","2020-03-14","ohio",0.0477051424438878,26,0,0,25
"1652","2020-03-15","ohio",0.0491760938064982,37,0,0,36
"1653","2020-03-16","ohio",0.0506237570059664,50,0,0,49
"1654","2020-03-17","ohio",0.0510111837177467,67,0,0,62
"1655","2020-03-18","ohio",0.051346953534623,90,0,0,83
"1656","2020-03-19","ohio",0.0517098873850605,120,0,0,101
"1657","2020-03-20","ohio",0.0520688052068805,169,1,0,142
"1658","2020-03-21","ohio",0.052431748327608,247,3,0,219
"1659","2020-03-22","ohio",0.0509336983753907,351,3,0,321
"1660","2020-03-23","ohio",0.0494873053180774,444,6,0,412
"1661","2020-03-24","ohio",0.04798925536586,564,8,0,527
"1662","2020-03-25","ohio",0.0465428623085467,707,11,0,662
"1663","2020-03-26","ohio",0.0450448123563292,868,15,0,810
"1664","2020-03-27","ohio",0.0429010512178113,1144,22,0,1076
"1665","2020-03-28","ohio",0.0407314616318413,1406,25,0,1404
"1666","2020-03-29","ohio",0.0385877004933233,1665,30,0,1663
"1667","2020-03-30","ohio",0.0364181109073535,1933,40,0,1931
"1668","2020-03-31","ohio",0.0342743497688355,2199,55,0,2197
"1669","2020-04-01","ohio",0.0331378980809464,2548,65,0,2542
"1670","2020-04-02","ohio",0.0320272748405093,2903,81,0,2895
"1671","2020-04-03","ohio",0.0308908231526203,3312,91,0,3304
"1672","2020-04-04","ohio",0.0297543714647313,3739,102,0,3731
"1673","2020-04-05","ohio",0.0286695766717462,4043,119,0,4035
"1674","2020-04-06","ohio",0.0271715267195289,4450,142,0,4442
"1675","2020-04-07","ohio",0.0257251336622155,4782,167,0,4774
"1676","2020-04-08","ohio",0.0242270837099981,5148,193,0,5137
"1677","2020-04-09","ohio",0.0227542744976497,5512,213,0,5501
"1678","2020-04-10","ohio",0.0213084691479195,5878,231,0,5867
"1679","2020-04-11","ohio",0.0222124648087405,6250,247,0,6239
"1680","2020-04-12","ohio",0.0231158634226976,6604,253,0,6593
"1681","2020-04-13","ohio",0.024020456130382,6975,274,0,6964
"1682","2020-04-14","ohio",0.0249502802386549,7280,324,0,7267
"1683","2020-04-15","ohio",0.0258542758994756,7791,361,0,7778
"1684","2020-04-16","ohio",0.0232456027068212,8414,389,0,8401
"1685","2020-04-17","ohio",0.0206111010667149,9107,418,0,9093
"1686","2020-04-18","ohio",0.0180024278740605,10222,451,0,10208
"1687","2020-04-19","ohio",0.0153937546814061,11602,471,0,11588
"1688","2020-04-20","ohio",0.0127592530412997,12919,509,0,12905
"1689","2020-04-21","ohio",0.013534456038847,13725,557,0,13711
"1690","2020-04-22","ohio",0.0143085903197479,14117,610,0,14103
"1691","2020-04-23","ohio",0.0150838133119818,14694,656,0,14680
"1692","2020-04-24","ohio",0.0158586667355426,15169,690,0,15155
"1693","2020-04-25","ohio",0.0166339497882014,15587,711,0,15573
"1694","2020-04-26","ohio",0.0166339497882014,15963,728,0,15949
"1695","2020-04-27","ohio",0.0166339497882014,16325,753,0,16311
"1696","2020-04-28","ohio",0.0166339497882014,16769,799,0,16755
"1697","2020-04-29","ohio",0.0166339497882014,17303,937,0,17289
"1698","2020-03-06","oklahoma",0.223770005927682,1,0,0,-1
"1699","2020-03-07","oklahoma",0.224461568859909,1,0,0,-1
"1700","2020-03-08","oklahoma",0.225153131792136,1,0,0,-1
"1701","2020-03-09","oklahoma",0.225647105315155,1,0,0,-2
"1702","2020-03-10","oklahoma",0.226338668247382,2,0,0,-1
"1703","2020-03-11","oklahoma",0.227030231179609,2,0,0,-2
"1704","2020-03-12","oklahoma",0.228018178225647,2,0,0,-3
"1705","2020-03-13","oklahoma",0.229104919976289,3,0,0,-10
"1706","2020-03-14","oklahoma",0.230191661726932,4,0,0,-22
"1707","2020-03-15","oklahoma",0.231278403477574,8,0,0,-29
"1708","2020-03-16","oklahoma",0.232342191050084,10,0,0,-40
"1709","2020-03-17","oklahoma",0.232859118751235,18,0,0,-49
"1710","2020-03-18","oklahoma",0.233550681683462,29,0,0,-61
"1711","2020-03-19","oklahoma",0.234044655206481,44,1,0,-76
"1712","2020-03-20","oklahoma",0.234637423434104,49,1,0,-120
"1713","2020-03-21","oklahoma",0.235131396957123,53,1,0,-194
"1714","2020-03-22","oklahoma",0.233649476388066,67,2,0,-284
"1715","2020-03-23","oklahoma",0.232144621159735,81,2,0,-363
"1716","2020-03-24","oklahoma",0.230586840545347,106,3,0,-458
"1717","2020-03-25","oklahoma",0.22908228785933,164,5,0,-543
"1718","2020-03-26","oklahoma",0.227600513681715,248,7,0,-620
"1719","2020-03-27","oklahoma",0.225822384668577,322,8,0,-822
"1720","2020-03-28","oklahoma",0.223945470710264,377,15,0,-1029
"1721","2020-03-29","oklahoma",0.222167341697125,429,16,0,-1236
"1722","2020-03-30","oklahoma",0.220410985971152,481,17,0,-1452
"1723","2020-03-31","oklahoma",0.218512298725674,566,23,0,-1633
"1724","2020-04-01","oklahoma",0.217644734242245,719,29,0,-1829
"1725","2020-04-02","oklahoma",0.21675558190081,879,34,0,-2024
"1726","2020-04-03","oklahoma",0.21596522426398,990,38,0,-2322
"1727","2020-04-04","oklahoma",0.215054825644572,1159,42,0,-2580
"1728","2020-04-05","oklahoma",0.21418691958111,1252,46,0,-2791
"1729","2020-04-06","oklahoma",0.212782771905561,1327,51,0,-3123
"1730","2020-04-07","oklahoma",0.211420667852203,1472,67,0,-3310
"1731","2020-04-08","oklahoma",0.210115578385854,1524,79,0,-3624
"1732","2020-04-09","oklahoma",0.2087532108279,1684,80,0,-3828
"1733","2020-04-10","oklahoma",0.207370084963446,1794,88,0,-4084
"1734","2020-04-11","oklahoma",0.208535019263064,1868,93,0,-4382
"1735","2020-04-12","oklahoma",0.209741157873938,1970,96,0,-4634
"1736","2020-04-13","oklahoma",0.211025489033788,2069,98,0,-4906
"1737","2020-04-14","oklahoma",0.212091277289341,2184,109,0,-5096
"1738","2020-04-15","oklahoma",0.213297767239676,2263,123,0,-5528
"1739","2020-04-16","oklahoma",0.210552316964727,2357,131,0,-6057
"1740","2020-04-17","oklahoma",0.207744739701669,2465,136,0,-6642
"1741","2020-04-18","oklahoma",0.204999012052954,2570,139,0,-7652
"1742","2020-04-19","oklahoma",0.202113997826731,2599,140,0,-9003
"1743","2020-04-20","oklahoma",0.199367713890536,2680,143,0,-10239
"1744","2020-04-21","oklahoma",0.20025686623197,2807,164,0,-10918
"1745","2020-04-22","oklahoma",0.201047223868801,2894,169,0,-11223
"1746","2020-04-23","oklahoma",0.201936376210235,3017,179,0,-11677
"1747","2020-04-24","oklahoma",0.202706707497777,3121,188,0,-12048
"1748","2020-04-25","oklahoma",0.203517091483896,3193,194,0,-12394
"1749","2020-04-26","oklahoma",0.203517091483896,3253,195,0,-12710
"1750","2020-04-27","oklahoma",0.203517091483896,3280,197,0,-13045
"1751","2020-04-28","oklahoma",0.203517091483896,3410,207,0,-13359
"1752","2020-04-29","oklahoma",0.203517091483896,3473,214,0,-13830
"1753","2020-02-28","oregon",-0.257794878598912,1,0,0,-12
"1754","2020-02-29","oregon",-0.255605678651983,1,0,0,-12
"1755","2020-03-01","oregon",-0.253350139312724,2,0,0,1
"1756","2020-03-02","oregon",-0.254129353233831,2,0,0,1
"1757","2020-03-03","oregon",-0.254875945336341,2,0,0,1
"1758","2020-03-04","oregon",-0.255655058043118,2,0,0,1
"1759","2020-03-05","oregon",-0.256401751359958,2,0,0,1
"1760","2020-03-06","oregon",-0.257197824067931,2,0,0,1
"1761","2020-03-07","oregon",-0.256782752902156,6,0,0,5
"1762","2020-03-08","oregon",-0.256384742951907,13,0,0,12
"1763","2020-03-09","oregon",-0.256053067993366,13,0,0,12
"1764","2020-03-10","oregon",-0.255672018044315,14,0,0,12
"1765","2020-03-11","oregon",-0.255257048092869,20,0,0,18
"1766","2020-03-12","oregon",-0.253947193843704,30,0,0,28
"1767","2020-03-13","oregon",-0.252603648424544,30,0,0,27
"1768","2020-03-14","oregon",-0.251293618150458,36,1,0,32
"1769","2020-03-15","oregon",-0.249900490911503,39,1,0,31
"1770","2020-03-16","oregon",-0.248623548922056,46,1,0,36
"1771","2020-03-17","oregon",-0.248623548922056,66,2,0,48
"1772","2020-03-18","oregon",-0.248623548922056,74,3,0,45
"1773","2020-03-19","oregon",-0.248689883913765,87,3,0,43
"1774","2020-03-20","oregon",-0.248640042457211,114,3,0,65
"1775","2020-03-21","oregon",-0.248640042457211,137,4,0,84
"1776","2020-03-22","oregon",-0.2506135986733,161,5,0,94
"1777","2020-03-23","oregon",-0.252537313432836,191,5,0,110
"1778","2020-03-24","oregon",-0.254461028192371,209,8,0,103
"1779","2020-03-25","oregon",-0.256384742951907,266,10,0,102
"1780","2020-03-26","oregon",-0.258308457711443,316,11,0,68
"1781","2020-03-27","oregon",-0.260382114899827,415,12,0,93
"1782","2020-03-28","oregon",-0.262438636062094,480,13,0,103
"1783","2020-03-29","oregon",-0.26441127694859,549,13,0,120
"1784","2020-03-30","oregon",-0.266467661691542,607,16,0,126
"1785","2020-03-31","oregon",-0.268541860156561,690,18,0,124
"1786","2020-04-01","oregon",-0.2693864013267,737,19,0,18
"1787","2020-04-02","oregon",-0.27020034496484,827,21,0,-52
"1788","2020-04-03","oregon",-0.271044776119403,899,22,0,-91
"1789","2020-04-04","oregon",-0.271991508557782,1000,26,0,-159
"1790","2020-04-05","oregon",-0.272853920658087,1068,27,0,-184
"1791","2020-04-06","oregon",-0.274427860696517,1132,29,0,-195
"1792","2020-04-07","oregon",-0.276038211489983,1181,33,0,-291
"1793","2020-04-08","oregon",-0.277611940298507,1239,38,0,-285
"1794","2020-04-09","oregon",-0.279270315091211,1321,44,0,-363
"1795","2020-04-10","oregon",-0.280796019900497,1371,48,0,-423
"1796","2020-04-11","oregon",-0.279668325041459,1447,51,0,-421
"1797","2020-04-12","oregon",-0.278407960199005,1527,52,0,-443
"1798","2020-04-13","oregon",-0.277280265339967,1584,53,0,-485
"1799","2020-04-14","oregon",-0.276104550882314,1633,55,0,-551
"1800","2020-04-15","oregon",-0.274844102428022,1663,58,0,-600
"1801","2020-04-16","oregon",-0.277081260364842,1736,64,0,-621
"1802","2020-04-17","oregon",-0.279203980099502,1785,70,0,-680
"1803","2020-04-18","oregon",-0.281411702268807,1844,72,0,-726
"1804","2020-04-19","oregon",-0.283600902215736,1910,74,0,-689
"1805","2020-04-20","oregon",-0.285771144278607,1956,75,0,-724
"1806","2020-04-21","oregon",-0.284728671885365,2002,78,0,-805
"1807","2020-04-22","oregon",-0.283582089552239,2059,78,0,-835
"1808","2020-04-23","oregon",-0.282454394693201,2127,83,0,-890
"1809","2020-04-24","oregon",-0.281411702268807,2177,86,0,-944
"1810","2020-04-25","oregon",-0.280265339966833,2253,87,0,-940
"1811","2020-04-26","oregon",-0.280265339966833,2311,91,0,-942
"1812","2020-04-27","oregon",-0.280265339966833,2354,92,0,-926
"1813","2020-04-28","oregon",-0.280265339966833,2385,99,0,-1025
"1814","2020-04-29","oregon",-0.280265339966833,2446,101,0,-1027
"1815","2020-03-05","maryland",-0.37725587144623,3,0,0,-2
"1816","2020-03-06","maryland",-0.377601977750309,3,0,0,2
"1817","2020-03-07","maryland",-0.377206427688504,3,0,0,2
"1818","2020-03-08","maryland",-0.376792247602096,5,0,0,1
"1819","2020-03-09","maryland",-0.376396717096806,6,0,0,5
"1820","2020-03-10","maryland",-0.376001186591516,9,0,0,3
"1821","2020-03-11","maryland",-0.375673671199011,13,0,0,0
"1822","2020-03-12","maryland",-0.374536464771323,13,0,0,12
"1823","2020-03-13","maryland",-0.37344870210136,18,0,0,16
"1824","2020-03-14","maryland",-0.372342529417581,27,0,0,24
"1825","2020-03-15","maryland",-0.371223733003708,32,0,0,20
"1826","2020-03-16","maryland",-0.370117670325324,39,0,0,22
"1827","2020-03-17","maryland",-0.369672698506872,57,0,0,25
"1828","2020-03-18","maryland",-0.36929542645241,85,1,0,42
"1829","2020-03-19","maryland",-0.36885043263288,108,1,0,56
"1830","2020-03-20","maryland",-0.368454882571075,150,2,0,93
"1831","2020-03-21","maryland",-0.36804113517255,195,3,0,125
"1832","2020-03-22","maryland",-0.369029961435776,245,3,0,156
"1833","2020-03-23","maryland",-0.370135970333745,290,3,0,183
"1834","2020-03-24","maryland",-0.371124845488257,349,4,0,226
"1835","2020-03-25","maryland",-0.372144764164936,423,4,0,278
"1836","2020-03-26","maryland",-0.373232473054484,581,4,0,422
"1837","2020-03-27","maryland",-0.374647748059524,790,5,0,620
"1838","2020-03-28","maryland",-0.376118665018541,1066,10,0,853
"1839","2020-03-29","maryland",-0.377601977750309,1244,11,0,991
"1840","2020-03-30","maryland",-0.379085290482077,1415,15,0,1140
"1841","2020-03-31","maryland",-0.380500346089192,1662,18,0,1359
"1842","2020-04-01","maryland",-0.3810630407911,1951,24,0,1607
"1843","2020-04-02","maryland",-0.38158805497874,2331,29,0,1955
"1844","2020-04-03","maryland",-0.382150803461063,2758,42,0,2326
"1845","2020-04-04","maryland",-0.382675763868288,3125,54,0,2669
"1846","2020-04-05","maryland",-0.383219618313062,3609,68,0,3139
"1847","2020-04-06","maryland",-0.384128553770086,4045,92,0,3546
"1848","2020-04-07","maryland",-0.385018541409147,4371,104,0,3852
"1849","2020-04-08","maryland",-0.385908529048208,5529,124,0,4992
"1850","2020-04-09","maryland",-0.386828834173836,6185,139,0,5625
"1851","2020-04-10","maryland",-0.387718777810739,6968,172,0,6382
"1852","2020-04-11","maryland",-0.386600741656366,7694,207,0,7078
"1853","2020-04-12","maryland",-0.38544447740532,8225,236,0,7592
"1854","2020-04-13","maryland",-0.384326328800989,8936,262,0,8238
"1855","2020-04-14","maryland",-0.383170176999901,9472,302,0,8738
"1856","2020-04-15","maryland",-0.382051915945612,10032,351,0,9262
"1857","2020-04-16","maryland",-0.38391179669732,10784,372,0,9988
"1858","2020-04-17","maryland",-0.385741125284288,11572,408,0,10743
"1859","2020-04-18","maryland",-0.387619895184416,12308,463,0,11461
"1860","2020-04-19","maryland",-0.389449223771383,12830,486,0,11963
"1861","2020-04-20","maryland",-0.391278552358351,13684,516,0,12809
"1862","2020-04-21","maryland",-0.390655129789864,14193,584,0,13305
"1863","2020-04-22","maryland",-0.390061804697157,14775,635,0,13868
"1864","2020-04-23","maryland",-0.389399782458222,15737,680,0,14800
"1865","2020-04-24","maryland",-0.388806486700287,16618,723,0,15653
"1866","2020-04-25","maryland",-0.38823238566131,17766,797,0,16776
"1867","2020-04-26","maryland",-0.38823238566131,18581,827,0,17566
"1868","2020-04-27","maryland",-0.38823238566131,19487,858,0,18464
"1869","2020-04-28","maryland",-0.38823238566131,20113,929,0,19073
"1870","2020-04-29","maryland",-0.38823238566131,20849,985,0,19793
"1871","2020-02-01","massachusetts",-0.395760040206515,1,0,0,-1
"1872","2020-02-02","massachusetts",-0.398547082743181,1,0,0,-1
"1873","2020-02-03","massachusetts",-0.401270102339181,1,0,0,-1
"1874","2020-02-04","massachusetts",-0.404075478594599,1,0,0,-1
"1875","2020-02-05","massachusetts",-0.406798245614035,1,0,0,-1
"1876","2020-02-06","massachusetts",-0.40640562891214,1,0,0,-1
"1877","2020-02-07","massachusetts",-0.40593019005848,1,0,0,-1
"1878","2020-02-08","massachusetts",-0.405537533695801,1,0,0,-1
"1879","2020-02-09","massachusetts",-0.405144841451156,1,0,0,-1
"1880","2020-02-10","massachusetts",-0.404669438479463,1,0,0,-1
"1881","2020-02-11","massachusetts",-0.403161694156349,1,0,0,-1
"1882","2020-02-12","massachusetts",-0.401653949833234,1,0,0,-1
"1883","2020-02-13","massachusetts",-0.400127923976608,1,0,0,-1
"1884","2020-02-14","massachusetts",-0.398620248538012,1,0,0,-1
"1885","2020-02-15","massachusetts",-0.397085027641979,1,0,0,-1
"1886","2020-02-16","massachusetts",-0.398501393521268,1,0,0,-1
"1887","2020-02-17","massachusetts",-0.399872070178645,1,0,0,-1
"1888","2020-02-18","massachusetts",-0.401224415204678,1,0,0,-1
"1889","2020-02-19","massachusetts",-0.402613423493398,1,0,0,-1
"1890","2020-02-20","massachusetts",-0.404029789372687,1,0,0,-1
"1891","2020-02-21","massachusetts",-0.405080641476676,1,0,0,-1
"1892","2020-02-22","massachusetts",-0.406158625730994,1,0,0,-1
"1893","2020-02-23","massachusetts",-0.407209429824561,1,0,0,-1
"1894","2020-02-24","massachusetts",-0.408278887010554,1,0,0,-1
"1895","2020-02-25","massachusetts",-0.409329739114543,1,0,0,-1
"1896","2020-02-26","massachusetts",-0.407090967240828,1,0,0,-1
"1897","2020-02-27","massachusetts",-0.404897884589025,1,0,0,-1
"1898","2020-02-28","massachusetts",-0.40265911271531,1,0,0,-1
"1899","2020-02-29","massachusetts",-0.400420340841595,1,0,0,-2
"1900","2020-03-01","massachusetts",-0.398181568967881,1,0,0,-2
"1901","2020-03-02","massachusetts",-0.398894371345029,2,0,0,-2
"1902","2020-03-03","massachusetts",-0.399625365497076,2,0,0,-2
"1903","2020-03-04","massachusetts",-0.400356359649123,2,0,0,-2
"1904","2020-03-05","massachusetts",-0.401041666666667,3,0,0,0
"1905","2020-03-06","massachusetts",-0.401836706720885,8,0,0,5
"1906","2020-03-07","massachusetts",-0.401379814501759,13,0,0,10
"1907","2020-03-08","massachusetts",-0.400950292397661,28,0,0,23
"1908","2020-03-09","massachusetts",-0.400493421052632,41,0,0,35
"1909","2020-03-10","massachusetts",-0.400036549707602,92,0,0,83
"1910","2020-03-11","massachusetts",-0.399661884309604,95,0,0,82
"1911","2020-03-12","massachusetts",-0.398209064327485,108,0,0,95
"1912","2020-03-13","massachusetts",-0.396838450292398,123,0,0,105
"1913","2020-03-14","massachusetts",-0.395440215653127,138,0,0,111
"1914","2020-03-15","massachusetts",-0.394051535087719,164,0,0,132
"1915","2020-03-16","massachusetts",-0.392680921052632,197,0,0,158
"1916","2020-03-17","massachusetts",-0.392589546783626,218,0,0,161
"1917","2020-03-18","massachusetts",-0.392561794672637,256,0,0,171
"1918","2020-03-19","massachusetts",-0.392452485380117,328,0,0,220
"1919","2020-03-20","massachusetts",-0.392361111111111,413,1,0,263
"1920","2020-03-21","massachusetts",-0.392269736842105,525,2,0,330
"1921","2020-03-22","massachusetts",-0.393548976608187,646,5,0,401
"1922","2020-03-23","massachusetts",-0.394846255768264,777,9,0,487
"1923","2020-03-24","massachusetts",-0.396125553981816,1159,11,0,810
"1924","2020-03-25","massachusetts",-0.397386695906433,1838,15,0,1415
"1925","2020-03-26","massachusetts",-0.398665935672515,2417,25,0,1836
"1926","2020-03-27","massachusetts",-0.400420340841596,3240,35,0,2450
