"","date","state","net_approval","fips","cases","deaths","death_rate","delta_cases_date","delta_cases","cases_rate_percent_change","delta_death_date","delta_death","Death_rate_percent_change","delta_date","delta_approval_rate","approval_rate_percent_change"
"15",2020-03-27,"alabama",0.18563204311612,1,639,4,0.625978090766823,1,101,0.158059467918623,1,1,0.25,1,-0.00145840945292935,-0.00785645316642379
"16",2020-03-28,"alabama",0.184089656439464,1,720,4,0.555555555555556,1,81,0.1125,1,0,0,1,-0.00154238667665596,-0.00837845377349141
"17",2020-03-29,"alabama",0.182631063204312,1,830,5,0.602409638554217,1,110,0.132530120481928,1,1,0.2,1,-0.00145859323515185,-0.00798655611789383
"18",2020-03-30,"alabama",0.181088860309878,1,947,11,1.16156282998944,1,117,0.123548046462513,1,6,0.545454545454545,1,-0.00154220289443369,-0.00851627699127754
"19",2020-03-31,"alabama",0.179630083292504,1,999,13,1.3013013013013,1,52,0.0520520520520521,1,2,0.153846153846154,1,-0.00145877701737435,-0.00812100618468746
"20",2020-04-01,"alabama",0.178945434503031,1,1106,28,2.53164556962025,1,107,0.096745027124774,1,15,0.535714285714286,1,-0.000684648789472275,-0.00382601987792361
"21",2020-04-02,"alabama",0.178260869565217,1,1270,32,2.51968503937008,1,164,0.129133858267717,1,4,0.125,1,-0.000684564937814047,-0.0038402423340788
"22",2020-04-03,"alabama",0.177609015188633,1,1535,38,2.47557003257329,1,265,0.172638436482085,1,6,0.157894736842105,1,-0.000651854376584271,-0.00367016491754068
"23",2020-04-04,"alabama",0.176924490170862,1,1633,44,2.69442743417024,1,98,0.060012247397428,1,6,0.136363636363636,1,-0.000684525017771498,-0.0038690235428144
"24",2020-04-05,"alabama",0.1761896013228,1,1841,45,2.4443237370994,1,208,0.112982074959261,1,1,0.0222222222222222,1,-0.000734888848061555,-0.00417101147028054
"25",2020-04-06,"alabama",0.175026027313369,1,2006,53,2.64207377866401,1,165,0.0822532402791625,1,8,0.150943396226415,1,-0.00116357400943118,-0.0066480055983211
"26",2020-04-07,"alabama",0.173801212566599,1,2197,64,2.91306326809285,1,191,0.0869367319071461,1,11,0.171875,1,-0.00122481474676966,-0.00704721634954259
"27",2020-04-08,"alabama",0.172637638557168,1,2499,67,2.68107242897159,1,302,0.120848339335734,1,3,0.0447761194029851,1,-0.0011635740094309,-0.00673997871585569
"28",2020-04-09,"alabama",0.171412823810399,1,2838,78,2.74841437632135,1,339,0.119450317124736,1,11,0.141025641025641,1,-0.00122481474676966,-0.00714540907467019
"29",2020-04-10,"alabama",0.170249249800968,1,3008,80,2.65957446808511,1,170,0.0565159574468085,1,2,0.025,1,-0.00116357400943096,-0.00683453237410003
"30",2020-04-11,"alabama",0.170984138649029,1,3262,93,2.85101164929491,1,254,0.0778663396689148,1,13,0.139784946236559,1,0.00073488884806161,0.00429799426934027
"31",2020-04-12,"alabama",0.17178026823443,1,3583,93,2.5955902874686,1,321,0.0895897292771421,1,0,0,1,0.000796129585400263,0.00463458110516966
"32",2020-04-13,"alabama",0.172525722684958,1,3805,104,2.73324572930355,1,222,0.0583442838370565,1,11,0.105769230769231,1,0.000745454450528704,0.00432083076614579
"33",2020-04-14,"alabama",0.173311286667891,1,3953,114,2.88388565646345,1,148,0.0374399190488237,1,10,0.087719298245614,1,0.000785563982933224,0.00453267642308008
"34",2020-04-15,"alabama",0.174107416253292,1,4241,123,2.90025937278944,1,288,0.0679085121433624,1,9,0.0731707317073171,1,0.000796129585400318,0.00457263454097847
